DrugID;TradeNmR;InnR;PackNx;DosageR;PackQn;Pack;DrugFmNmRS;Segment;Year;Month;Series;TotDrugQn;MnfPrice;PrcPrice;RtlPrice;Funds;VendorID;Remark;SrcOrg;EAN;MaxMnfPrice;ExpiTermR;ClNm;MnfNm;PckNm;RegNr;RegDate
53209;Полиглюкин;Декстран [ср.мол.масса 50000-70000];100001215;60 мг/мл;1;200 мл, бутылка для крови и инфузионных растворов;раствор для инфузий;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;55.400000;;Биохимик ОАО;Биохимик ОАО;Биохимик ОАО;ЛС-001462;
53210;Полиглюкин;Декстран [ср.мол.масса 50000-70000];100001216;60 мг/мл;1;400 мл, бутылка для крови и инфузионных растворов;раствор для инфузий;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;65.100000;;Биохимик ОАО;Биохимик ОАО;Биохимик ОАО;ЛС-001462;
53212;Глюкоза;Декстроза;100001218;10%;1;200 мл, бутылка для крови и инфузионных растворов;раствор для инфузий;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;20.220000;;Биохимик ОАО;Биохимик ОАО;Биохимик ОАО;Р N002226/01;
53213;Глюкоза;Декстроза;100001219;10%;24;200 мл, бутылка для крови и инфузионных растворов (40);раствор для инфузий;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,81E+12;830.000000;;Несвижский завод медицинских препаратов РУП;Несвижский завод медицинских препаратов РУП;Несвижский завод медицинских препаратов РУП;П N014794/01;
53218;Глюкоза;Декстроза;100001224;10%;1;400 мл, бутылка для крови и инфузионных растворов;раствор для инфузий;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;22.810000;;Биохимик ОАО;Биохимик ОАО;Биохимик ОАО;Р N002226/01;
53219;Глюкоза;Декстроза;749858;10%;24;400 мл, бутылка для крови и инфузионных растворов (24);раствор для инфузий;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,81E+12;579.000000;;Несвижский завод медицинских препаратов РУП;Несвижский завод медицинских препаратов РУП;Несвижский завод медицинских препаратов РУП;П N014794/01;
53224;Глюкоза;Декстроза;100001230;100 мг/мл;1;200 мл, бутылка для крови и инфузионных растворов;раствор для инфузий;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;25.920000;;Красфарма ОАО;Красфарма ОАО;Красфарма ОАО;Р N001278/01;
53225;Глюкоза;Декстроза;100001231;100 мг/мл;1;200 мл, бутылка для крови и инфузионных растворов;раствор для инфузий;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,61E+12;16.780000;;Курская биофабрика - фирма БИОК ФГУП;Курская биофабрика - фирма БИОК ФГУП;Курская биофабрика - фирма БИОК ФГУП;Р N003708/01;
53227;Глюкоза;Декстроза;100001233;100 мг/мл;1;400 мл, бутылка для крови и инфузионных растворов;раствор для инфузий;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,61E+12;19.000000;;Курская биофабрика - фирма БИОК ФГУП;Курская биофабрика - фирма БИОК ФГУП;Курская биофабрика - фирма БИОК ФГУП;Р N003708/01;
53233;Глюкоза;Декстроза;898925;5%;1;200 мл, бутылка для крови и инфузионных растворов;раствор для инфузий;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;18.280000;;Биохимик ОАО;Биохимик ОАО;Биохимик ОАО;Р N002226/01;
53234;Глюкоза;Декстроза;100001240;5%;40;200 мл, бутылка для крови и инфузионных растворов (40);раствор для инфузий;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,81E+12;812.000000;;Несвижский завод медицинских препаратов РУП;Несвижский завод медицинских препаратов РУП;Несвижский завод медицинских препаратов РУП;П N014794/01;
53235;Глюкоза;Декстроза;100001241;5%;1;200 мл, бутылка для крови и инфузионных растворов;раствор для инфузий;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,61E+12;18.050000;;Мосфарм ОАО;Мосфарм ОАО;Мосфарм ОАО;ЛСР-001928/08;
53239;Глюкоза;Декстроза;939356;5%;1;500 мл, контейнер полимерный с 2 портами;раствор для инфузий;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;~;43.520000;;Алтайвитамины ЗАО;Алтайвитамины ЗАО;Алтайвитамины ЗАО;ЛП-000730;
53243;Глюкоза;Декстроза;100001249;5%;1;250 мл, флакон полиэтиленовый;раствор для инфузий;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,61E+12;21.620000;;Гематек ООО;Гематек ООО;Гематек ООО;Р N003917/01;
53244;Глюкоза;Декстроза;100001250;5%;1;400 мл, бутылка для крови и инфузионных растворов;раствор для инфузий;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;22.110000;;Биохимик ОАО;Биохимик ОАО;Биохимик ОАО;Р N002226/01;
53246;Глюкоза;Декстроза;100001252;5%;1;400 мл, бутылка для крови и инфузионных растворов;раствор для инфузий;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,61E+12;22.090000;;Мосфарм ОАО;Мосфарм ОАО;Мосфарм ОАО;ЛСР-001928/08;
53248;Глюкоза;Декстроза;100001254;5%;1;500 мл, контейнер полимерный;раствор для инфузий;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,61E+12;35.240000;;Рестер ЗАО;Рестер ЗАО;Рестер ЗАО;Р N000771/01;
53251;Глюкоза;Декстроза;100001257;5%;1;500 мл, флакон полиэтиленовый;раствор для инфузий;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,61E+12;23.170000;;Гематек ООО;Гематек ООО;Гематек ООО;Р N003917/01;
53252;Глюкоза;Декстроза;100001258;50 мг/мл;1;250 мл, контейнер полимерный;раствор для инфузий;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,81E+12;22.160000;;Фармлэнд СП ООО;Фармлэнд СП ООО;Фармлэнд СП ООО;П N013147/01-2001;
53255;Глюкоза;Декстроза;100001261;50 мг/мл;1;200 мл, бутылка для крови и инфузионных растворов;раствор для инфузий;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,61E+12;15.560000;;Курская биофабрика - фирма БИОК ФГУП;Курская биофабрика - фирма БИОК ФГУП;Курская биофабрика - фирма БИОК ФГУП;Р N003708/01;
53257;Глюкоза;Декстроза;100001263;50 мг/мл;1;400 мл, бутылка для крови и инфузионных растворов;раствор для инфузий;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,61E+12;18.250000;;Курская биофабрика - фирма БИОК ФГУП;Курская биофабрика - фирма БИОК ФГУП;Курская биофабрика - фирма БИОК ФГУП;Р N003708/01;
53258;Глюкоза Браун;Декстроза;100001264;10%;1;500 мл, бутылка полиэтиленовая;раствор для инфузий;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,03E+12;23.930000;;Б.Браун Мельзунген АГ;Б.Браун Мельзунген АГ;Б.Браун Мельзунген АГ;ЛС-001477;
53259;Глюкоза Браун;Декстроза;100001265;5%;1;100 мл, бутылка полиэтиленовая;раствор для инфузий;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,03E+12;19.230000;;Б.Браун Мельзунген АГ;Б.Браун Мельзунген АГ;Б.Браун Мельзунген АГ;ЛС-001477;
53261;Глюкоза Браун;Декстроза;606010;5%;1;250 мл, бутылка полиэтиленовая;раствор для инфузий;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,03E+12;17.940000;;Б.Браун Мельзунген АГ;Б.Браун Медикал СА;Б.Браун Медикал СА;ЛС-001477;
53286;Глюкоза-Э;Декстроза;868726;10%;1;200 мл, бутылка для крови и инфузионных растворов;раствор для инфузий;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,61E+12;23.440000;;Эском НПК ОАО;Эском НПК ОАО;Эском НПК ОАО;Р N003088/01;
53287;Глюкоза-Э;Декстроза;868724;10%;1;400 мл, бутылка для крови и инфузионных растворов;раствор для инфузий;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,61E+12;27.850000;;Эском НПК ОАО;Эском НПК ОАО;Эском НПК ОАО;Р N003088/01;
53289;Глюкоза-Э;Декстроза;868734;5%;1;100 мл, бутылка для крови и инфузионных растворов;раствор для инфузий;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,61E+12;18.180000;;Эском НПК ОАО;Эском НПК ОАО;Эском НПК ОАО;Р N003088/01;
53290;Глюкоза-Э;Декстроза;100001296;5%;1;200 мл, бутылка для крови и инфузионных растворов;раствор для инфузий;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,61E+12;23.140000;;Эском НПК ОАО;Эском НПК ОАО;Эском НПК ОАО;Р N003088/01;
53291;Глюкоза-Э;Декстроза;868738;5%;1;400 мл, бутылка для крови и инфузионных растворов;раствор для инфузий;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,61E+12;27.490000;;Эском НПК ОАО;Эском НПК ОАО;Эском НПК ОАО;Р N003088/01;
53314;Диклофенак;Диклофенак;152408;25 мг;30;10 шт., упаковка контурная ячейковая  (3), пачка картонная;таблетка покрытая кишечнорастворимой оболочкой;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;6.060000;;Биохимик ОАО;Биохимик ОАО;Биохимик ОАО;ЛП-000214;
53317;Диклофенак;Диклофенак;100001323;25 мг;30;10 шт., упаковка контурная ячейковая  (3), пачка картонная;таблетка покрытая кишечнорастворимой пленочной оболочкой;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;14.900000;;Ирбитский химико-фармацевтический завод ОАО;Ирбитский химико-фармацевтический завод ОАО;Ирбитский химико-фармацевтический завод ОАО;;
53327;Димедрол;Дифенгидрамин;100001333;50 мг;10;10 шт., упаковка контурная ячейковая ;таблетка;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,61E+12;1.760000;;Барнаульский завод медицинских препаратов ООО;Барнаульский завод медицинских препаратов ООО;Барнаульский завод медицинских препаратов ООО;;
53328;Димедрол;Дифенгидрамин;100001334;50 мг;1600;10 шт., упаковка контурная безъячейковая (160), коробка картонная;таблетка;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,81E+12;248.000000;;Белмедпрепараты РУП;Белмедпрепараты РУП;Белмедпрепараты РУП;ЛС-000521;
53351;Дротаверин;Дротаверин;100001357;40 мг;20;10 шт., упаковка контурная ячейковая  (2), пачка картонная;таблетка;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,61E+12;13.040000;;Оболенское фармацевтическое предприятие ЗАО;Оболенское фармацевтическое предприятие ЗАО;Оболенское фармацевтическое предприятие ЗАО;Р N001557/01;
53359;Но-шпа;Дротаверин;580594;20 мг/мл;25;2 мл, ампула темного стекла  (5);раствор для внутривенного и внутримышечного введения;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;6,00E+12;357.610000;;Хиноин Завод Фармацевтических и Химических Продуктов АО;Хиноин Завод Фармацевтических и Химических Продуктов АО;Хиноин Завод Фармацевтических и Химических Продуктов АО;П N011854/01;
53367;Желатиноль;Желатин;100001373;8%;1;450 мл, бутылка для крови и инфузионных растворов;раствор для инфузий [в растворе натрия хлорида 0.9%];;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;92.790000;;Самсон-Мед ООО;Самсон-Мед ООО;Самсон-Мед ООО;Р N001285/01-2002;
53368;Липоплюс 20;Жировые эмульсии для парентерального питания;100001374;20%;1;100 мл, бутылка;эмульсия для инфузий;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,03E+12;286.260000;;Б.Браун Мельзунген АГ;Б.Браун Мельзунген АГ;Б.Браун Мельзунген АГ;ЛС-002604;
53409;Иммуноглобулин антирабический из сыворотки крови лошади жидкий;Иммуноглобулин антирабический;100001415;~;5;5 мл, ампула  (5) /комплект: иммуноглобулин антирабический (ампула) 0.01% - 1 мл/;раствор для инъекций;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,61E+12;2243.260000;;Микроб Российский научно-исследовательский противочумный институт Роспотребнадзора ФГУЗ;Микроб Российский научно-исследовательский противочумный институт Роспотребнадзора ФГУЗ;Микроб Российский научно-исследовательский противочумный институт Роспотребнадзора ФГУЗ;Р N002639/01;
53430;Иммуноглобулин человека нормальный;Иммуноглобулин человека нормальный;650927;1 доза;10;1.5 мл, 1 доза, ампула  (10);раствор для внутримышечного введения;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;763.770000;;Микроген НПО ФГУП;Микроген НПО ФГУП [Пермское НПО Биомед];Микроген НПО ФГУП [Пермское НПО Биомед];Р N001544/01;
53444;Иммуноглобулин человека антистафилококковый;Иммуноглобулин человека противостафилококковый;100001450;100 МЕ/доза;10;3 мл, ампула  (10);раствор для внутримышечного введения;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,61E+12;4752.000000;;Брянская областная станция переливания крови ГУЗ;Брянская областная станция переливания крови ГУЗ;Брянская областная станция переливания крови ГУЗ;;
53446;Индапамид;Индапамид;100001452;2.5 мг;30;10 шт., упаковка контурная ячейковая  (3), пачка картонная;таблетка покрытая оболочкой;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,61E+12;58.320000;;Озон ООО;Озон ООО;Озон ООО;ЛС-000528;
53449;Индапамид ретард;Индапамид;822433;1.5 мг;30;30 шт., упаковка контурная ячейковая , пачка картонная;таблетка пролонгированного действия покрытая пленочной оболочкой;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,61E+12;75.810000;;Озон ООО;Озон ООО;Озон ООО;ЛСР-000476/09;
53455;Равел СР;Индапамид;588818;1.5 мг;20;10 шт., упаковка контурная ячейковая  (2), пачка картонная;таблетка пролонгированного действия покрытая пленочной оболочкой;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,61E+12;112.820000;;КРКА-Рус ООО;КРКА-Рус ООО;КРКА-Рус ООО;ЛС-000406;
53456;Равел СР;Индапамид;588816;1.5 мг;30;10 шт., упаковка контурная ячейковая  (3), пачка картонная;таблетка пролонгированного действия покрытая пленочной оболочкой;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,61E+12;135.960000;;КРКА-Рус ООО;КРКА-Рус ООО;КРКА-Рус ООО;ЛС-000406;
53457;Равел СР;Индапамид;588817;1.5 мг;60;10 шт., упаковка контурная ячейковая  (6), пачка картонная;таблетка пролонгированного действия покрытая пленочной оболочкой;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,61E+12;242.540000;;КРКА-Рус ООО;КРКА-Рус ООО;КРКА-Рус ООО;ЛС-000406;
53471;Хумодар К25 100 Рек;Инсулин двухфазный [человеческий генно-инженерный];600128;100 МЕ/мл;1;10 мл, флакон инсулиновый;суспензия для подкожного введения;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,82E+12;353.690000;;Индар предприятие по производству инсулинов ЗАО;Индар предприятие по производству инсулинов ЗАО;Индар предприятие по производству инсулинов ЗАО;ЛСР-007451/10;
53472;Хумодар К25 100 Рек;Инсулин двухфазный [человеческий генно-инженерный];600130;100 МЕ/мл;5;3 мл, картридж  (5);суспензия для подкожного введения;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,82E+12;758.160000;;Индар предприятие по производству инсулинов ЗАО;Индар предприятие по производству инсулинов ЗАО;Индар предприятие по производству инсулинов ЗАО;ЛСР-007451/10;
53482;Хумодар Р 100 Рек;Инсулин растворимый [человеческий генно-инженерный];612052;100 МЕ/мл;1;10 мл, флакон инсулиновый;раствор для инъекций;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,82E+12;353.690000;;Индар предприятие по производству инсулинов ЗАО;Индар предприятие по производству инсулинов ЗАО;Индар предприятие по производству инсулинов ЗАО;ЛСР-007463/10;
53483;Хумодар Р 100 Рек;Инсулин растворимый [человеческий генно-инженерный];612054;100 МЕ/мл;5;3 мл, картридж  (5);раствор для инъекций;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,82E+12;758.160000;;Индар предприятие по производству инсулинов ЗАО;Индар предприятие по производству инсулинов ЗАО;Индар предприятие по производству инсулинов ЗАО;ЛСР-007463/10;
53493;Хумодар Б 100 Рек;Инсулин-изофан [человеческий генно-инженерный];600132;100 МЕ/мл;1;10 мл, флакон инсулиновый;суспензия для подкожного введения;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,82E+12;353.690000;;Индар предприятие по производству инсулинов ЗАО;Индар предприятие по производству инсулинов ЗАО;Индар предприятие по производству инсулинов ЗАО;ЛСР-007450/10;30.07.2010 0:00
53494;Хумодар Б 100 Рек;Инсулин-изофан [человеческий генно-инженерный];600134;100 МЕ/мл;5;3 мл, картридж  (5);суспензия для подкожного введения;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,82E+12;758.160000;;Индар предприятие по производству инсулинов ЗАО;Индар предприятие по производству инсулинов ЗАО;Индар предприятие по производству инсулинов ЗАО;ЛСР-007450/10;
53498;Интерферон человеческий лейкоцитарный;Интерферон альфа;505868;1 тыс.МЕ;10;ампула  (10), пачка картонная;лиофилизат для приготовления раствора для интраназального введения;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,61E+12;34.430000;;Микроген НПО ФГУП;Микроген НПО ФГУП [НПО Вирион, г.Томск];Микроген НПО ФГУП [НПО Вирион, г.Томск];ЛС-001078;
53500;Интерферон человеческий лейкоцитарный;Интерферон альфа;505868;1 тыс.МЕ;10;ампула  (10), пачка картонная;лиофилизат для приготовления раствора для интраназального введения;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;34.430000;;Микроген НПО ФГУП;Микроген НПО ФГУП [Иммунопрепарат, г.Уфа];Микроген НПО ФГУП [Иммунопрепарат, г.Уфа];ЛС-001078;
53502;Инферон;Интерферон альфа;530885;10 тыс.ЕД/доза;10;1 доза, ампула  (10), пачка картонная;лиофилизат для приготовления раствора для внутримышечного введения;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;1188.000000;;Микроген НПО ФГУП;Микроген НПО ФГУП [Иммунопрепарат, г.Уфа];Микроген НПО ФГУП [Иммунопрепарат, г.Уфа];Р N003886/01;
53507;Роферон-А;Интерферон альфа-2a;100001513;3 млн.МЕ;1;0.5 мл, шприц-тюбик с иглой для инъекций ;раствор для подкожного введения;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;703.490000;;Ф.Хоффманн-Ля Рош Лтд;Ф.Хоффманн-Ля Рош Лтд;Ф.Хоффманн-Ля Рош Лтд;П N014755/01;
53517;Ребиф;Интерферон бета-1a;737812;22 мкг;12;0.5 мл, шприц ;раствор для подкожного введения;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,61E+12;23641.780000;;Мерк Сероно СпА;Мерк Сероно СпА;Мерк Сероно СпА;П N014563/01;
53518;Ребиф;Интерферон бета-1a;737813;22 мкг;3;0.5 мл, шприц ;раствор для подкожного введения;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,61E+12;5979.450000;;Мерк Сероно СпА;Мерк Сероно СпА;Мерк Сероно СпА;П N014563/01;
53519;Ребиф;Интерферон бета-1a;737815;44 мкг;12;0.5 мл, шприц ;раствор для подкожного введения;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,61E+12;44180.830000;;Мерк Сероно СпА;Мерк Сероно СпА;Мерк Сероно СпА;П N014563/01;
53520;Ребиф;Интерферон бета-1a;737814;44 мкг;3;0.5 мл, шприц ;раствор для подкожного введения;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,61E+12;12477.160000;;Мерк Сероно СпА;Мерк Сероно СпА;Мерк Сероно СпА;П N014563/01;
53533;Аспаркам;Калия и магния аспарагинат;909774;175+175 мг;5500;10 шт., упаковка контурная безъячейковая (550), ящик картонный;таблетка;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;2331.030000;;Ирбитский химико-фармацевтический завод ОАО;Ирбитский химико-фармацевтический завод ОАО;Ирбитский химико-фармацевтический завод ОАО;ЛСР-005781/10;
53549;Калия перманганат;Калия перманганат;100001555;~;1;3 г, пробирка;порошок для приготовления раствора для местного и наружного применения;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;16.470000;;Татхимфармпрепараты ОАО;Татхимфармпрепараты ОАО;Татхимфармпрепараты ОАО;ЛС-000053;
53551;Калия хлорид;Калия хлорид;100001557;40 мг/мл;10;10 мл, ампула  (10);концентрат для приготовления раствора для инфузий;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;24.750000;;Микроген НПО ФГУП;Микроген НПО ФГУП [Аллерген, г.Ставрополь];Микроген НПО ФГУП [Аллерген, г.Ставрополь];ЛС-001186;
53554;Ацесоль;Калия хлорид+Натрия ацетат+Натрия хлорид;100001560;~;1;200 мл, бутылка для крови и инфузионных растворов;раствор для инфузий;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,61E+12;23.530000;;Эском НПК ОАО;Эском НПК ОАО;Эском НПК ОАО;Р N001120/01;
53558;Ацесоль;Калия хлорид+Натрия ацетат+Натрия хлорид;836744;~;1;400 мл, бутылка для крови и инфузионных растворов;раствор для инфузий;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,61E+12;27.870000;;Эском НПК ОАО;Эском НПК ОАО;Эском НПК ОАО;Р N001120/01;
53566;Ацесоль;Калия хлорид+Натрия ацетат+Натрия хлорид;100001572;~;1;400 мл, бутылка для крови и инфузионных растворов;раствор для инфузий;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;22.240000;;Биохимик ОАО;Биохимик ОАО;Биохимик ОАО;Р N002046/01;
53567;Ацесоль;Калия хлорид+Натрия ацетат+Натрия хлорид;100001573;~;1;400 мл, бутылка для крови и инфузионных растворов;раствор для инфузий;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;23.510000;;Дальхимфарм ОАО;Дальхимфарм ОАО;Дальхимфарм ОАО;ЛС-000076;
53571;Хлосоль;Калия хлорид+Натрия ацетат+Натрия хлорид;100001577;~;1;400 мл, бутылка для крови и инфузионных растворов;раствор для инфузий;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;21.960000;;Биохимик ОАО;Биохимик ОАО;Биохимик ОАО;ЛС-001514;
53577;Кальция глюконат;Кальция глюконат;16267;100 мг/мл;10;10 мл, ампула  (10);раствор для внутривенного и внутримышечного введения;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;151.200000;;Дальхимфарм ОАО;Дальхимфарм ОАО;Дальхимфарм ОАО;ЛСР-005096/10;
53578;Кальция глюконат;Кальция глюконат;203317;100 мг/мл;10;5 мл, ампулы  (10);раствор для внутривенного и внутримышечного введения;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;34.240000;;Дальхимфарм ОАО;Дальхимфарм ОАО;Дальхимфарм ОАО;ЛСР-005096/10;
53588;Канамицин;Канамицин;100001594;1 г;1;флакон 10 мл;порошок для приготовления раствора для внутривенного и внутримышечного введения;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;8.700000;;Красфарма ОАО;Красфарма ОАО;Красфарма ОАО;ЛС-000348;
53590;Канамицин;Канамицин;889420;1 г;1;флакон ;порошок для приготовления раствора для внутримышечного введения;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;6.760000;;Биохимик ОАО;Биохимик ОАО;Биохимик ОАО;ЛС-001536;
53591;Канамицин;Канамицин;100001597;1 г;1;флакон ;порошок для приготовления раствора для внутримышечного введения;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;6.660000;;Синтез ОАО;Синтез ОАО;Синтез ОАО;ЛС-001601;
53593;Канамицин;Канамицин;100001599;500 мг;1;флакон ;порошок для приготовления раствора для внутримышечного введения;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;3.820000;;Синтез ОАО;Синтез ОАО;Синтез ОАО;ЛС-001601;
53628;Сероквель;Кветиапин;854261;200 мг;60;10 шт., упаковка контурная ячейковая  (6), пачка картонная;таблетка покрытая пленочной оболочкой;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;5,00E+12;4315.700000;;АстраЗенека ЮК Лтд;АстраЗенека ЮК Лтд;АстраЗенека ЮК Лтд;П N013468/01;
53630;Кетамин;Кетамин;671144;50 мг/мл;5;2 мл, ампула  (5);раствор для внутривенного и внутримышечного введения;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;100.310000;;Московский эндокринный завод ФГУП;Московский эндокринный завод ФГУП;Московский эндокринный завод ФГУП;Р N000298/01;
53686;Ксилометазолин;Ксилометазолин;100001692;0.05%;1;10 мл, флакон с распылителем;спрей назальный;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;35.320000;;Випс-Мед Фирма ООО;Випс-Мед Фирма ООО;Випс-Мед Фирма ООО;ЛСР-001740/09;
53749;Диара;Лоперамид;100001755;2 мг;8;4 шт., упаковка контурная ячейковая  (2);таблетка жевательная;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,61E+12;43.650000;;Оболенское фармацевтическое предприятие ЗАО;Оболенское фармацевтическое предприятие ЗАО;Оболенское фармацевтическое предприятие ЗАО;ЛС-000845;
53757;Магния сульфат;Магния сульфат;877129;250 мг/мл;10;10 мл, ампула  (10);раствор для внутривенного введения;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;21.430000;;Микроген НПО ФГУП;Микроген НПО ФГУП [Иммунопрепарат, г.Уфа];Микроген НПО ФГУП [Иммунопрепарат, г.Уфа];Р N001826/01;
53759;Магния сульфат;Магния сульфат;877128;250 мг/мл;10;5 мл, ампулы  (10);раствор для внутривенного введения;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;12.800000;;Микроген НПО ФГУП;Микроген НПО ФГУП [Иммунопрепарат, г.Уфа];Микроген НПО ФГУП [Иммунопрепарат, г.Уфа];Р N001826/01;
53764;Маннит;Маннитол;100001770;150 мг/мл;1;200 мл, бутылка для крови и инфузионных растворов;раствор для инфузий;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;75.890000;;Биохимик ОАО;Биохимик ОАО;Биохимик ОАО;Р N002088/01;
53765;Маннит;Маннитол;100001771;150 мг/мл;1;200 мл, бутылка для крови и инфузионных растворов;раствор для инфузий;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,61E+12;75.600000;;Эском НПК ОАО;Эском НПК ОАО;Эском НПК ОАО;Р N002946/01;
53766;Маннит;Маннитол;100001772;150 мг/мл;1;200 мл, бутылка для крови и инфузионных растворов;раствор для инфузий;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;88.990000;;Красфарма ОАО;Красфарма ОАО;Красфарма ОАО;Р N002790/01;
53768;Маннит;Маннитол;100001774;150 мг/мл;1;400 мл, бутылка для крови и инфузионных растворов;раствор для инфузий;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;101.680000;;Биохимик ОАО;Биохимик ОАО;Биохимик ОАО;Р N002088/01;
53769;Маннит;Маннитол;100001775;150 мг/мл;1;400 мл, бутылка для крови и инфузионных растворов;раствор для инфузий;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;119.340000;;Красфарма ОАО;Красфарма ОАО;Красфарма ОАО;Р N002790/01;
53772;Маннитол;Маннитол;100001771;150 мг/мл;1;200 мл, бутылка для крови и инфузионных растворов;раствор для внутривенного введения;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,61E+12;75.600000;;Эском НПК ОАО;Эском НПК ОАО;Эском НПК ОАО;Р N002946/01;
